"year","month","day","FB","GOOG","MSFT"
"2016","10","07","128.990005","775.080017","57.799999"
"2016","10","10","130.240005","785.940002","58.040001"
"2016","10","11","128.880005","783.070007","57.189999"
"2016","10","12","129.050003","786.140015","57.110001"
"2016","10","13","127.82","778.190002","56.919998"
"2016","10","14","127.879997","778.530029","57.419998"
"2016","10","17","127.540001","779.960022","57.220001"
"2016","10","18","128.570007","795.26001","57.66"
"2016","10","19","130.110001","801.5","57.529999"
"2016","10","20","130","796.969971","57.25"
"2016","10","21","132.070007","799.369995","59.66"
"2016","10","24","133.279999","813.109985","61"
"2016","10","25","132.289993","807.669983","60.990002"
"2016","10","26","131.039993","799.070007","60.630001"
"2016","10","27","129.690002","795.349976","60.099998"
"2016","10","28","131.289993","795.369995","59.869999"
"2016","10","31","130.990005","784.539978","59.919998"
"2016","11","01","129.5","783.609985","59.799999"
"2016","11","02","127.169998","768.700012","59.43"
"2016","11","03","120","762.130005","59.209999"
"2016","11","04","120.75","762.02002","58.709999"
"2016","11","07","122.150002","782.52002","60.419998"
"2016","11","08","124.220001","790.51001","60.470001"
"2016","11","09","123.18","785.309998","60.169998"
"2016","11","10","120.800003","762.559998","58.700001"
"2016","11","11","119.019997","754.02002","59.02"
"2016","11","14","115.080002","736.080017","58.119999"
"2016","11","15","117.199997","758.48999","58.869999"
"2016","11","16","116.339996","764.47998","59.650002"
"2016","11","17","117.790001","771.22998","60.639999"
"2016","11","18","117.019997","760.539978","60.349998"
"2016","11","21","121.769997","769.200012","60.860001"
"2016","11","22","121.470001","768.27002","61.119999"
"2016","11","23","120.839996","760.98999","60.400002"
"2016","11","25","120.379997","761.679993","60.529999"
"2016","11","28","120.410004","768.23999","60.610001"
"2016","11","29","120.870003","770.840027","61.09"
"2016","11","30","118.419998","758.039978","60.259998"
"2016","12","01","115.099998","747.919983","59.200001"
"2016","12","02","115.400002","750.5","59.25"
"2016","12","05","117.43","762.52002","60.220001"
"2016","12","06","117.309998","759.109985","59.950001"
"2016","12","07","117.949997","771.190002","61.369999"
"2016","12","08","118.910004","776.419983","61.009998"
"2016","12","09","119.68","789.289978","61.970001"
"2016","12","12","117.769997","789.27002","62.169998"
"2016","12","13","120.309998","796.099976","62.98"
"2016","12","14","120.209999","797.070007","62.68"
"2016","12","15","120.57","797.849976","62.580002"
"2016","12","16","119.870003","790.799988","62.299999"
"2016","12","19","119.239998","794.200012","63.619999"
"2016","12","20","119.089996","796.419983","63.540001"
"2016","12","21","119.040001","794.559998","63.540001"
"2016","12","22","117.400002","791.26001","63.549999"
"2016","12","23","117.269997","789.909973","63.240002"
"2016","12","27","118.010002","791.549988","63.279999"
"2016","12","28","116.919998","785.049988","62.990002"
"2016","12","29","116.349998","782.789978","62.900002"
"2016","12","30","115.050003","771.820007","62.139999"
"2017","01","03","116.860001","786.140015","62.580002"
"2017","01","04","118.690002","786.900024","62.299999"
"2017","01","05","120.669998","794.02002","62.299999"
"2017","01","06","123.410004","806.150024","62.84"
"2017","01","09","124.900002","806.650024","62.639999"
"2017","01","10","124.349998","804.789978","62.619999"
"2017","01","11","126.089996","807.909973","63.189999"
"2017","01","12","126.620003","806.359985","62.610001"
"2017","01","13","128.339996","807.880005","62.700001"
"2017","01","17","127.870003","804.609985","62.529999"
"2017","01","18","127.919998","806.070007","62.5"
"2017","01","19","127.550003","802.174988","62.299999"
"2017","01","20","127.040001","805.02002","62.740002"
"2017","01","23","128.929993","819.309998","62.959999"
"2017","01","24","129.369995","823.869995","63.52"
"2017","01","25","131.479996","835.669983","63.68"
"2017","01","26","132.779999","832.150024","64.269997"
"2017","01","27","132.179993","823.309998","65.779999"
"2017","01","30","130.979996","802.320007","65.129997"
"2017","01","31","130.320007","796.789978","64.650002"
"2017","02","01","133.229996","795.695007","63.580002"
"2017","02","02","130.839996","798.530029","63.169998"
"2017","02","03","130.979996","801.48999","63.68"
"2017","02","06","132.059998","801.340027","63.639999"
"2017","02","07","131.839996","806.969971","63.43"
"2017","02","08","134.199997","808.380005","63.34"
"2017","02","09","134.139999","809.559998","64.059998"
"2017","02","10","134.190002","813.669983","64"
"2017","02","13","134.050003","819.23999","64.720001"
"2017","02","14","133.850006","820.450012","64.57"
"2017","02","15","133.440002","818.97998","64.529999"
"2017","02","16","133.839996","824.159973","64.519997"
"2017","02","17","133.529999","828.070007","64.620003"
"2017","02","21","133.720001","831.659973","64.489998"
"2017","02","22","136.119995","830.76001","64.360001"
"2017","02","23","135.360001","831.330017","64.620003"
"2017","02","24","135.440002","828.640015","64.620003"
"2017","02","27","136.410004","829.280029","64.230003"
"2017","02","28","135.539993","823.210022","63.98"
"2017","03","01","137.419998","835.23999","64.940002"
"2017","03","02","136.759995","830.630005","64.010002"
"2017","03","03","137.169998","829.080017","64.25"
"2017","03","06","137.419998","827.780029","64.269997"
"2017","03","07","137.300003","831.909973","64.400002"
"2017","03","08","137.720001","835.369995","64.989998"
"2017","03","09","138.240005","838.679993","64.730003"
"2017","03","10","138.789993","843.25","64.93"
"2017","03","13","139.600006","845.539978","64.709999"
"2017","03","14","139.320007","845.619995","64.410004"
"2017","03","15","139.720001","847.200012","64.75"
"2017","03","16","139.990005","848.780029","64.639999"
"2017","03","17","139.839996","852.119995","64.870003"
"2017","03","20","139.940002","848.400024","64.93"
"2017","03","21","138.509995","830.460022","64.209999"
"2017","03","22","139.589996","829.590027","65.029999"
"2017","03","23","139.529999","817.580017","64.870003"
"2017","03","24","140.339996","814.429993","64.980003"
"2017","03","27","140.320007","819.51001","65.099998"
"2017","03","28","141.759995","820.919983","65.290001"
